;Cluster;Wochentag;Ankunftszeit;Nummer;Pausentyp;Kapazitaet;Max_Leistung;SOC;SOC_Target;Pausenlaenge;Ladesäule;Zeit_DateTime;Ankunftszeit_total;LoadStatus
2576;2;4;1095;1518;Nachtlader;960;1200;0,201595644449978;1,0;540;NCS;2021-01-04 18:15:00;5415;1
2580;2;4;1105;1522;Nachtlader;840;1200;0,3182185451592905;1,0;540;NCS;2021-01-04 18:25:00;5425;1
2581;2;4;1105;1523;Nachtlader;960;1200;0,3060399492845123;1,0;540;NCS;2021-01-04 18:25:00;5425;1
2582;2;4;1105;1524;Nachtlader;840;1200;0,3372803698669812;1,0;540;NCS;2021-01-04 18:25:00;5425;1
2584;2;4;1110;1526;Nachtlader;600;750;0,3734138972599163;1,0;540;NCS;2021-01-04 18:30:00;5430;1
2588;2;4;1115;1530;Nachtlader;960;1200;0,3824289422853817;1,0;540;NCS;2021-01-04 18:35:00;5435;1
2589;2;4;1115;1531;Nachtlader;840;1200;0,2678310545730797;1,0;540;NCS;2021-01-04 18:35:00;5435;1
2590;2;4;1115;1532;Nachtlader;720;750;0,2111608215467904;1,0;540;NCS;2021-01-04 18:35:00;5435;1
2591;2;4;1115;1533;Nachtlader;840;1200;0,216168879523397;1,0;540;NCS;2021-01-04 18:35:00;5435;1
2592;2;4;1120;1534;Nachtlader;840;1200;0,1915484819494432;1,0;540;NCS;2021-01-04 18:40:00;5440;1
2593;2;4;1120;1535;Nachtlader;840;1200;0,2332968013566339;1,0;540;NCS;2021-01-04 18:40:00;5440;1
2594;2;4;1125;1536;Nachtlader;840;1200;0,3698436869685321;1,0;540;NCS;2021-01-04 18:45:00;5445;1
2595;2;4;1125;1537;Nachtlader;720;750;0,2565682317283067;1,0;540;NCS;2021-01-04 18:45:00;5445;1
2596;2;4;1125;1538;Nachtlader;960;1200;0,2375017208533088;1,0;540;NCS;2021-01-04 18:45:00;5445;1
2597;2;4;1125;1539;Nachtlader;960;1200;0,3796090699028323;1,0;540;NCS;2021-01-04 18:45:00;5445;1
2600;2;4;1130;1542;Nachtlader;960;1200;0,2938634781325628;1,0;540;NCS;2021-01-04 18:50:00;5450;1
2604;2;4;1135;1546;Nachtlader;840;1200;0,3335077166990613;1,0;540;NCS;2021-01-04 18:55:00;5455;1
2605;2;4;1135;1547;Nachtlader;960;1200;0,3723882703731669;1,0;540;NCS;2021-01-04 18:55:00;5455;1
2608;2;4;1140;1550;Nachtlader;840;1200;0,253437824743245;1,0;540;NCS;2021-01-04 19:00:00;5460;1
2609;2;4;1140;1551;Nachtlader;720;750;0,2441368712033851;1,0;540;NCS;2021-01-04 19:00:00;5460;1
2610;2;4;1140;1552;Nachtlader;960;1200;0,3136148242399668;1,0;540;NCS;2021-01-04 19:00:00;5460;1
2611;2;4;1145;1553;Nachtlader;960;1200;0,2464017139915391;1,0;540;NCS;2021-01-04 19:05:00;5465;1
2612;2;4;1150;1554;Nachtlader;840;1200;0,3235158644269888;1,0;540;NCS;2021-01-04 19:10:00;5470;1
2613;2;4;1150;1555;Nachtlader;720;750;0,2192405431803558;1,0;540;NCS;2021-01-04 19:10:00;5470;1
2614;2;4;1150;1556;Nachtlader;960;1200;0,224016898371495;1,0;540;NCS;2021-01-04 19:10:00;5470;1
2615;2;4;1150;1557;Nachtlader;840;1200;0,3245446830826613;1,0;540;NCS;2021-01-04 19:10:00;5470;1
2616;2;4;1150;1558;Nachtlader;840;1200;0,3346580184877733;1,0;540;NCS;2021-01-04 19:10:00;5470;1
2617;2;4;1155;1559;Nachtlader;840;1200;0,2587045568702856;1,0;540;NCS;2021-01-04 19:15:00;5475;1
2620;2;4;1160;1562;Nachtlader;720;750;0,305652801188754;1,0;540;NCS;2021-01-04 19:20:00;5480;1
2621;2;4;1160;1563;Nachtlader;720;750;0,2211836741723265;1,0;540;NCS;2021-01-04 19:20:00;5480;1
2622;2;4;1160;1564;Nachtlader;720;750;0,3316003651187883;1,0;540;NCS;2021-01-04 19:20:00;5480;1
2623;2;4;1160;1565;Nachtlader;720;750;0,2921513616674609;1,0;540;NCS;2021-01-04 19:20:00;5480;1
2625;2;4;1165;1567;Nachtlader;840;1200;0,179964923739874;1,0;540;NCS;2021-01-04 19:25:00;5485;1
2626;2;4;1165;1568;Nachtlader;960;1200;0,3322379876550489;1,0;540;NCS;2021-01-04 19:25:00;5485;1
2627;2;4;1165;1569;Nachtlader;960;1200;0,3011385828715883;1,0;540;NCS;2021-01-04 19:25:00;5485;1
2628;2;4;1165;1570;Nachtlader;960;1200;0,1939505687919152;1,0;540;NCS;2021-01-04 19:25:00;5485;1
2629;2;4;1165;1571;Nachtlader;840;1200;0,2879329157961577;1,0;540;NCS;2021-01-04 19:25:00;5485;1
2632;2;4;1170;1574;Nachtlader;600;750;0,3365471681631461;1,0;540;NCS;2021-01-04 19:30:00;5490;1
2633;2;4;1170;1575;Nachtlader;720;750;0,2920612151392038;1,0;540;NCS;2021-01-04 19:30:00;5490;1
2634;2;4;1175;1576;Nachtlader;840;1200;0,2437028914738533;1,0;540;NCS;2021-01-04 19:35:00;5495;1
2637;2;4;1180;1579;Nachtlader;840;1200;0,3393535170562628;1,0;540;NCS;2021-01-04 19:40:00;5500;1
2638;2;4;1180;1580;Nachtlader;960;1200;0,2211391296378359;1,0;540;NCS;2021-01-04 19:40:00;5500;1
2639;2;4;1180;1581;Nachtlader;840;1200;0,3457301154929155;1,0;540;NCS;2021-01-04 19:40:00;5500;1
2640;2;4;1180;1582;Nachtlader;720;750;0,3180620491067448;1,0;540;NCS;2021-01-04 19:40:00;5500;1
2645;2;4;1185;1587;Nachtlader;720;750;0,3285285179662734;1,0;540;NCS;2021-01-04 19:45:00;5505;1
2646;2;4;1185;1588;Nachtlader;720;750;0,2852521751019693;1,0;540;NCS;2021-01-04 19:45:00;5505;1
2647;2;4;1185;1589;Nachtlader;960;1200;0,3365617418057638;1,0;540;NCS;2021-01-04 19:45:00;5505;1
2648;2;4;1185;1590;Nachtlader;960;1200;0,2292429060257718;1,0;540;NCS;2021-01-04 19:45:00;5505;1
2649;2;4;1185;1591;Nachtlader;840;1200;0,2807660474429205;1,0;540;NCS;2021-01-04 19:45:00;5505;1
2650;2;4;1190;1592;Nachtlader;960;1200;0,2397636192615713;1,0;540;NCS;2021-01-04 19:50:00;5510;1
2652;2;4;1195;1594;Nachtlader;840;1200;0,175259932481834;1,0;540;NCS;2021-01-04 19:55:00;5515;1
2653;2;4;1195;1595;Nachtlader;720;750;0,2233974785288284;1,0;540;NCS;2021-01-04 19:55:00;5515;1
2654;2;4;1200;1596;Nachtlader;840;1200;0,3415635280671638;1,0;540;NCS;2021-01-04 20:00:00;5520;1
2655;2;4;1200;1597;Nachtlader;840;1200;0,2903549687305511;1,0;540;NCS;2021-01-04 20:00:00;5520;1
2658;2;4;1205;1600;Nachtlader;960;1200;0,2334847983974772;1,0;540;NCS;2021-01-04 20:05:00;5525;1
2659;2;4;1205;1601;Nachtlader;840;1200;0,1816113073665128;1,0;540;NCS;2021-01-04 20:05:00;5525;1
2660;2;4;1210;1602;Nachtlader;960;1200;0,2491015560895103;1,0;540;NCS;2021-01-04 20:10:00;5530;1
2661;2;4;1210;1603;Nachtlader;960;1200;0,2054295220221386;1,0;540;NCS;2021-01-04 20:10:00;5530;1
2665;2;4;1215;1607;Nachtlader;600;750;0,2695865048998676;1,0;540;NCS;2021-01-04 20:15:00;5535;1
2666;2;4;1215;1608;Nachtlader;960;1200;0,2337475621745378;1,0;540;NCS;2021-01-04 20:15:00;5535;1
2667;2;4;1215;1609;Nachtlader;840;1200;0,3550156664945038;1,0;540;NCS;2021-01-04 20:15:00;5535;1
2668;2;4;1215;1610;Nachtlader;960;1200;0,179183465413399;1,0;540;NCS;2021-01-04 20:15:00;5535;1
2674;2;4;1225;1616;Nachtlader;840;1200;0,2482651847644797;1,0;540;NCS;2021-01-04 20:25:00;5545;1
2675;2;4;1225;1617;Nachtlader;960;1200;0,3511809422899739;1,0;540;NCS;2021-01-04 20:25:00;5545;1
2683;2;4;1240;1625;Nachtlader;840;1200;0,2302100023869774;1,0;540;NCS;2021-01-04 20:40:00;5560;1
2684;2;4;1240;1626;Nachtlader;960;1200;0,198485170461684;1,0;540;NCS;2021-01-04 20:40:00;5560;1
2687;2;4;1245;1629;Nachtlader;960;1200;0,2330475038692597;1,0;540;NCS;2021-01-04 20:45:00;5565;1
2688;2;4;1250;1630;Nachtlader;720;750;0,3044480551786553;1,0;540;NCS;2021-01-04 20:50:00;5570;1
2689;2;4;1250;1631;Nachtlader;840;1200;0,1627071444847837;1,0;540;NCS;2021-01-04 20:50:00;5570;1
2690;2;4;1250;1632;Nachtlader;600;750;0,237242883424009;1,0;540;NCS;2021-01-04 20:50:00;5570;1
2692;2;4;1255;1634;Nachtlader;960;1200;0,2252138739453013;1,0;540;NCS;2021-01-04 20:55:00;5575;1
2693;2;4;1255;1635;Nachtlader;720;750;0,1565422415144494;1,0;540;NCS;2021-01-04 20:55:00;5575;1
2694;2;4;1255;1636;Nachtlader;960;1200;0,3088743070927273;1,0;540;NCS;2021-01-04 20:55:00;5575;1
2697;2;4;1260;1639;Nachtlader;840;1200;0,1969887049593746;1,0;540;NCS;2021-01-04 21:00:00;5580;1
2698;2;4;1260;1640;Nachtlader;960;1200;0,1828901348196749;1,0;540;NCS;2021-01-04 21:00:00;5580;1
2699;2;4;1260;1641;Nachtlader;840;1200;0,3057406811561503;1,0;540;NCS;2021-01-04 21:00:00;5580;1
2702;2;4;1270;1644;Nachtlader;960;1200;0,2862361407588809;1,0;540;NCS;2021-01-04 21:10:00;5590;1
2703;2;4;1270;1645;Nachtlader;840;1200;0,1928366891187535;1,0;540;NCS;2021-01-04 21:10:00;5590;1
2709;2;4;1295;1651;Nachtlader;960;1200;0,1965505669240659;1,0;540;NCS;2021-01-04 21:35:00;5615;1
2711;2;4;1300;1653;Nachtlader;840;1200;0,3154596991499477;1,0;540;NCS;2021-01-04 21:40:00;5620;1
2712;2;4;1300;1654;Nachtlader;720;750;0,144829112417491;1,0;540;NCS;2021-01-04 21:40:00;5620;1
2713;2;4;1300;1655;Nachtlader;840;1200;0,2066954950256757;1,0;540;NCS;2021-01-04 21:40:00;5620;1
2714;2;4;1300;1656;Nachtlader;600;750;0,2568761438165616;1,0;540;NCS;2021-01-04 21:40:00;5620;1
2715;2;4;1305;1657;Nachtlader;720;750;0,2951121496303256;1,0;540;NCS;2021-01-04 21:45:00;5625;0
2716;2;4;1310;1658;Nachtlader;720;750;0,1752094674584139;1,0;540;NCS;2021-01-04 21:50:00;5630;0
2717;2;4;1310;1659;Nachtlader;720;750;0,2870501118483173;1,0;540;NCS;2021-01-04 21:50:00;5630;0
2718;2;4;1310;1660;Nachtlader;840;1200;0,1787265071638785;1,0;540;NCS;2021-01-04 21:50:00;5630;0
2719;2;4;1315;1661;Nachtlader;960;1200;0,2306023341198611;1,0;540;NCS;2021-01-04 21:55:00;5635;0
2720;2;4;1315;1662;Nachtlader;960;1200;0,1618621244967937;1,0;540;NCS;2021-01-04 21:55:00;5635;0
2721;2;4;1315;1663;Nachtlader;960;1200;0,1817917962478991;1,0;540;NCS;2021-01-04 21:55:00;5635;0
2722;2;4;1320;1664;Nachtlader;600;750;0,1367988920288649;1,0;540;NCS;2021-01-04 22:00:00;5640;0
2723;2;4;1325;1665;Nachtlader;960;1200;0,180390459901694;1,0;540;NCS;2021-01-04 22:05:00;5645;0
2726;2;4;1330;1668;Nachtlader;840;1200;0,3164189571860729;1,0;540;NCS;2021-01-04 22:10:00;5650;0
2727;2;4;1330;1669;Nachtlader;960;1200;0,2821045183525089;1,0;540;NCS;2021-01-04 22:10:00;5650;0
2728;2;4;1335;1670;Nachtlader;960;1200;0,1729218064072473;1,0;540;NCS;2021-01-04 22:15:00;5655;0
2729;2;4;1340;1671;Nachtlader;600;750;0,1877866454917864;1,0;540;NCS;2021-01-04 22:20:00;5660;0
2731;2;4;1345;1673;Nachtlader;600;750;0,2959350325891451;1,0;540;NCS;2021-01-04 22:25:00;5665;0
2732;2;4;1350;1674;Nachtlader;960;1200;0,2291043832171927;1,0;540;NCS;2021-01-04 22:30:00;5670;0
2733;2;4;1350;1675;Nachtlader;600;750;0,2279618114140108;1,0;540;NCS;2021-01-04 22:30:00;5670;0
2734;2;4;1350;1676;Nachtlader;840;1200;0,3185304822987138;1,0;540;NCS;2021-01-04 22:30:00;5670;0
2735;2;4;1355;1677;Nachtlader;960;1200;0,153384052409389;1,0;540;NCS;2021-01-04 22:35:00;5675;0
2736;2;4;1355;1678;Nachtlader;840;1200;0,1372077515620373;1,0;540;NCS;2021-01-04 22:35:00;5675;0
2739;2;4;1375;1681;Nachtlader;960;1200;0,170774385252193;1,0;540;NCS;2021-01-04 22:55:00;5695;0
2740;2;4;1380;1682;Nachtlader;600;750;0,1657332765124203;1,0;540;NCS;2021-01-04 23:00:00;5700;0
2743;2;4;1390;1685;Nachtlader;720;750;0,1447516996414271;1,0;540;NCS;2021-01-04 23:10:00;5710;1
2744;2;4;1390;1686;Nachtlader;960;1200;0,2567356827294482;1,0;540;NCS;2021-01-04 23:10:00;5710;0
2745;2;4;1400;1687;Nachtlader;840;1200;0,2157961748900241;1,0;540;NCS;2021-01-04 23:20:00;5720;0
2746;2;4;1425;1688;Nachtlader;960;1200;0,1787702992948233;1,0;540;NCS;2021-01-04 23:45:00;5745;0
2748;2;5;5;1690;Nachtlader;960;1200;0,2907841607693444;1,0;540;NCS;2021-01-05 00:05:00;5765;1
2749;2;5;40;1691;Nachtlader;840;1200;0,1658833314748886;1,0;540;NCS;2021-01-05 00:40:00;5800;0
2750;2;5;60;1692;Nachtlader;960;1200;0,1152199977961548;1,0;540;NCS;2021-01-05 01:00:00;5820;0
2751;2;5;80;1693;Nachtlader;840;1200;0,1630016550379548;1,0;540;NCS;2021-01-05 01:20:00;5840;1
2752;2;5;85;1694;Nachtlader;840;1200;0,226707058723234;1,0;540;NCS;2021-01-05 01:25:00;5845;1
2753;2;5;95;1695;Nachtlader;960;1200;0,1592881449558794;1,0;540;NCS;2021-01-05 01:35:00;5855;1
2754;2;5;125;1696;Nachtlader;600;750;0,1506914259346032;1,0;540;NCS;2021-01-05 02:05:00;5885;1
2880;2;5;895;1822;Nachtlader;840;1200;0,3469753211996119;1,0;540;NCS;2021-01-05 14:55:00;6655;1
2889;2;5;920;1831;Nachtlader;960;1200;0,3426239401650696;1,0;540;NCS;2021-01-05 15:20:00;6680;1
2897;2;5;950;1839;Nachtlader;840;1200;0,4213131223316012;1,0;540;NCS;2021-01-05 15:50:00;6710;0
2898;2;5;955;1840;Nachtlader;960;1200;0,4018636025561747;1,0;540;NCS;2021-01-05 15:55:00;6715;0
2900;2;5;960;1842;Nachtlader;720;750;0,3490534677513334;1,0;540;NCS;2021-01-05 16:00:00;6720;0
2905;2;5;980;1847;Nachtlader;600;750;0,3881856810787874;1,0;540;NCS;2021-01-05 16:20:00;6740;0
2909;2;5;985;1851;Nachtlader;960;1200;0,4105888279308743;1,0;540;NCS;2021-01-05 16:25:00;6745;1
2912;2;5;1010;1854;Nachtlader;960;1200;0,3079507520500707;1,0;540;NCS;2021-01-05 16:50:00;6770;1
2913;2;5;1015;1855;Nachtlader;840;1200;0,2956080904096608;1,0;540;NCS;2021-01-05 16:55:00;6775;1
2915;2;5;1020;1857;Nachtlader;720;750;0,2776584697451248;1,0;540;NCS;2021-01-05 17:00:00;6780;1
2916;2;5;1020;1858;Nachtlader;840;1200;0,3766461116802716;1,0;540;NCS;2021-01-05 17:00:00;6780;1
2917;2;5;1020;1859;Nachtlader;840;1200;0,2722356507712886;1,0;540;NCS;2021-01-05 17:00:00;6780;1
2922;2;5;1040;1864;Nachtlader;720;750;0,342320342716647;1,0;540;NCS;2021-01-05 17:20:00;6800;1
2923;2;5;1040;1865;Nachtlader;840;1200;0,234027157259153;1,0;540;NCS;2021-01-05 17:20:00;6800;1
2926;2;5;1060;1868;Nachtlader;960;1200;0,2707939958480957;1,0;540;NCS;2021-01-05 17:40:00;6820;1
2927;2;5;1060;1869;Nachtlader;720;750;0,2495719227765697;1,0;540;NCS;2021-01-05 17:40:00;6820;1
2931;2;5;1070;1873;Nachtlader;720;750;0,2406345934227801;1,0;540;NCS;2021-01-05 17:50:00;6830;1
2932;2;5;1070;1874;Nachtlader;840;1200;0,3028046778217518;1,0;540;NCS;2021-01-05 17:50:00;6830;1
2936;2;5;1075;1878;Nachtlader;960;1200;0,3214317317886458;1,0;540;NCS;2021-01-05 17:55:00;6835;1
2938;2;5;1080;1880;Nachtlader;960;1200;0,3468261956477285;1,0;540;NCS;2021-01-05 18:00:00;6840;1
2939;2;5;1080;1881;Nachtlader;840;1200;0,2314115498267411;1,0;540;NCS;2021-01-05 18:00:00;6840;1
2941;2;5;1090;1883;Nachtlader;960;1200;0,2860254417893266;1,0;540;NCS;2021-01-05 18:10:00;6850;1
2942;2;5;1090;1884;Nachtlader;840;1200;0,374690616910767;1,0;540;NCS;2021-01-05 18:10:00;6850;1
2943;2;5;1090;1885;Nachtlader;840;1200;0,2647723388444957;1,0;540;NCS;2021-01-05 18:10:00;6850;1
2944;2;5;1095;1886;Nachtlader;960;1200;0,3582188980968748;1,0;540;NCS;2021-01-05 18:15:00;6855;1
2945;2;5;1095;1887;Nachtlader;840;1200;0,3487213679592781;1,0;540;NCS;2021-01-05 18:15:00;6855;1
2947;2;5;1100;1889;Nachtlader;960;1200;0,265391566363399;1,0;540;NCS;2021-01-05 18:20:00;6860;1
2948;2;5;1100;1890;Nachtlader;720;750;0,2461818446493742;1,0;540;NCS;2021-01-05 18:20:00;6860;1
2952;2;5;1110;1894;Nachtlader;960;1200;0,3619871614919909;1,0;540;NCS;2021-01-05 18:30:00;6870;1
2953;2;5;1110;1895;Nachtlader;720;750;0,3433629043328642;1,0;540;NCS;2021-01-05 18:30:00;6870;1
2954;2;5;1120;1896;Nachtlader;840;1200;0,3373880400316658;1,0;540;NCS;2021-01-05 18:40:00;6880;1
2956;2;5;1125;1898;Nachtlader;720;750;0,2803135887160037;1,0;540;NCS;2021-01-05 18:45:00;6885;1
2962;2;5;1135;1904;Nachtlader;960;1200;0,3742023761638251;1,0;540;NCS;2021-01-05 18:55:00;6895;1
2963;2;5;1135;1905;Nachtlader;960;1200;0,1859761757152469;1,0;540;NCS;2021-01-05 18:55:00;6895;1
2964;2;5;1135;1906;Nachtlader;960;1200;0,293252664521588;1,0;540;NCS;2021-01-05 18:55:00;6895;1
2968;2;5;1140;1910;Nachtlader;960;1200;0,3693219420317311;1,0;540;NCS;2021-01-05 19:00:00;6900;1
2969;2;5;1140;1911;Nachtlader;840;1200;0,293660212933966;1,0;540;NCS;2021-01-05 19:00:00;6900;1
2972;2;5;1145;1914;Nachtlader;960;1200;0,2420738812860715;1,0;540;NCS;2021-01-05 19:05:00;6905;1
2973;2;5;1145;1915;Nachtlader;840;1200;0,3521154006278292;1,0;540;NCS;2021-01-05 19:05:00;6905;1
2974;2;5;1145;1916;Nachtlader;600;750;0,2936640030866205;1,0;540;NCS;2021-01-05 19:05:00;6905;1
2975;2;5;1145;1917;Nachtlader;960;1200;0,3717524956690937;1,0;540;NCS;2021-01-05 19:05:00;6905;1
2976;2;5;1150;1918;Nachtlader;960;1200;0,2490263528051433;1,0;540;NCS;2021-01-05 19:10:00;6910;1
2977;2;5;1150;1919;Nachtlader;840;1200;0,2868360231883907;1,0;540;NCS;2021-01-05 19:10:00;6910;1
2978;2;5;1150;1920;Nachtlader;840;1200;0,2007890538889087;1,0;540;NCS;2021-01-05 19:10:00;6910;1
2979;2;5;1150;1921;Nachtlader;960;1200;0,3560605114227041;1,0;540;NCS;2021-01-05 19:10:00;6910;1
2980;2;5;1155;1922;Nachtlader;600;750;0,3651825422783513;1,0;540;NCS;2021-01-05 19:15:00;6915;1
2984;2;5;1160;1926;Nachtlader;600;750;0,286064519616731;1,0;540;NCS;2021-01-05 19:20:00;6920;1
2987;2;5;1165;1929;Nachtlader;840;1200;0,1761289799006192;1,0;540;NCS;2021-01-05 19:25:00;6925;1
2988;2;5;1165;1930;Nachtlader;960;1200;0,3177116826530869;1,0;540;NCS;2021-01-05 19:25:00;6925;1
2989;2;5;1165;1931;Nachtlader;840;1200;0,2136761638021254;1,0;540;NCS;2021-01-05 19:25:00;6925;1
2990;2;5;1170;1932;Nachtlader;960;1200;0,303888865435493;1,0;540;NCS;2021-01-05 19:30:00;6930;1
2991;2;5;1175;1933;Nachtlader;840;1200;0,2915615064533519;1,0;540;NCS;2021-01-05 19:35:00;6935;1
2996;2;5;1180;1938;Nachtlader;960;1200;0,2307152918655651;1,0;540;NCS;2021-01-05 19:40:00;6940;1
2997;2;5;1180;1939;Nachtlader;840;1200;0,1965571569834876;1,0;540;NCS;2021-01-05 19:40:00;6940;1
2998;2;5;1180;1940;Nachtlader;720;750;0,3075928714252725;1,0;540;NCS;2021-01-05 19:40:00;6940;1
2999;2;5;1180;1941;Nachtlader;960;1200;0,3525772300243008;1,0;540;NCS;2021-01-05 19:40:00;6940;1
3000;2;5;1180;1942;Nachtlader;720;750;0,338906898624681;1,0;540;NCS;2021-01-05 19:40:00;6940;1
3001;2;5;1185;1943;Nachtlader;840;1200;0,2610663489590306;1,0;540;NCS;2021-01-05 19:45:00;6945;1
3002;2;5;1185;1944;Nachtlader;720;750;0,1742993095705509;1,0;540;NCS;2021-01-05 19:45:00;6945;1
3006;2;5;1190;1948;Nachtlader;840;1200;0,1998740851026371;1,0;540;NCS;2021-01-05 19:50:00;6950;1
3007;2;5;1190;1949;Nachtlader;960;1200;0,3306214652355375;1,0;540;NCS;2021-01-05 19:50:00;6950;1
3008;2;5;1190;1950;Nachtlader;840;1200;0,2407997771919954;1,0;540;NCS;2021-01-05 19:50:00;6950;1
3009;2;5;1190;1951;Nachtlader;960;1200;0,3412212127493161;1,0;540;NCS;2021-01-05 19:50:00;6950;1
3010;2;5;1190;1952;Nachtlader;840;1200;0,2995408957852512;1,0;540;NCS;2021-01-05 19:50:00;6950;1
3013;2;5;1195;1955;Nachtlader;960;1200;0,1730405567514782;1,0;540;NCS;2021-01-05 19:55:00;6955;1
3014;2;5;1195;1956;Nachtlader;960;1200;0,3103820543672169;1,0;540;NCS;2021-01-05 19:55:00;6955;1
3015;2;5;1195;1957;Nachtlader;840;1200;0,2784147582960211;1,0;540;NCS;2021-01-05 19:55:00;6955;1
3018;2;5;1200;1960;Nachtlader;840;1200;0,2562067136195624;1,0;540;NCS;2021-01-05 20:00:00;6960;1
3019;2;5;1200;1961;Nachtlader;840;1200;0,1687432720611581;1,0;540;NCS;2021-01-05 20:00:00;6960;1
3020;2;5;1205;1962;Nachtlader;600;750;0,2304406862543835;1,0;540;NCS;2021-01-05 20:05:00;6965;1
3021;2;5;1205;1963;Nachtlader;960;1200;0,1648779336177105;1,0;540;NCS;2021-01-05 20:05:00;6965;1
3022;2;5;1205;1964;Nachtlader;960;1200;0,1637541322585936;1,0;540;NCS;2021-01-05 20:05:00;6965;1
3023;2;5;1210;1965;Nachtlader;960;1200;0,1745500509701513;1,0;540;NCS;2021-01-05 20:10:00;6970;1
3024;2;5;1210;1966;Nachtlader;840;1200;0,260825934836796;1,0;540;NCS;2021-01-05 20:10:00;6970;1
3025;2;5;1210;1967;Nachtlader;840;1200;0,3196006252260391;1,0;540;NCS;2021-01-05 20:10:00;6970;1
3026;2;5;1210;1968;Nachtlader;960;1200;0,3503259355497994;1,0;540;NCS;2021-01-05 20:10:00;6970;1
3031;2;5;1215;1973;Nachtlader;960;1200;0,1926369928112717;1,0;540;NCS;2021-01-05 20:15:00;6975;1
3032;2;5;1215;1974;Nachtlader;960;1200;0,2102363963638539;1,0;540;NCS;2021-01-05 20:15:00;6975;1
3033;2;5;1220;1975;Nachtlader;720;750;0,213395838394728;1,0;540;NCS;2021-01-05 20:20:00;6980;1
3034;2;5;1220;1976;Nachtlader;840;1200;0,3003609426544744;1,0;540;NCS;2021-01-05 20:20:00;6980;1
3035;2;5;1220;1977;Nachtlader;960;1200;0,2902980116249168;1,0;540;NCS;2021-01-05 20:20:00;6980;1
3036;2;5;1220;1978;Nachtlader;840;1200;0,2536676586988732;1,0;540;NCS;2021-01-05 20:20:00;6980;1
3037;2;5;1225;1979;Nachtlader;840;1200;0,2379821628539688;1,0;540;NCS;2021-01-05 20:25:00;6985;1
3038;2;5;1225;1980;Nachtlader;960;1200;0,3210585921218355;1,0;540;NCS;2021-01-05 20:25:00;6985;1
3040;2;5;1230;1982;Nachtlader;840;1200;0,2237151874842237;1,0;540;NCS;2021-01-05 20:30:00;6990;1
3043;2;5;1235;1985;Nachtlader;960;1200;0,1718012055022904;1,0;540;NCS;2021-01-05 20:35:00;6995;1
3044;2;5;1235;1986;Nachtlader;840;1200;0,3244968898627988;1,0;540;NCS;2021-01-05 20:35:00;6995;1
3047;2;5;1240;1989;Nachtlader;840;1200;0,271182880883814;1,0;540;NCS;2021-01-05 20:40:00;7000;1
3048;2;5;1240;1990;Nachtlader;600;750;0,2073115497630801;1,0;540;NCS;2021-01-05 20:40:00;7000;1
3049;2;5;1240;1991;Nachtlader;840;1200;0,2173802137155802;1,0;540;NCS;2021-01-05 20:40:00;7000;1
3051;2;5;1250;1993;Nachtlader;840;1200;0,2766566964665991;1,0;540;NCS;2021-01-05 20:50:00;7010;1
3053;2;5;1255;1995;Nachtlader;840;1200;0,2883271178863912;1,0;540;NCS;2021-01-05 20:55:00;7015;1
3055;2;5;1260;1997;Nachtlader;840;1200;0,2199798812990665;1,0;540;NCS;2021-01-05 21:00:00;7020;1
3056;2;5;1260;1998;Nachtlader;960;1200;0,2913786438104195;1,0;540;NCS;2021-01-05 21:00:00;7020;1
3057;2;5;1265;1999;Nachtlader;840;1200;0,2745541216202489;1,0;540;NCS;2021-01-05 21:05:00;7025;1
3058;2;5;1265;2000;Nachtlader;840;1200;0,1728837699635656;1,0;540;NCS;2021-01-05 21:05:00;7025;1
3059;2;5;1265;2001;Nachtlader;720;750;0,3344596794491306;1,0;540;NCS;2021-01-05 21:05:00;7025;1
3060;2;5;1265;2002;Nachtlader;840;1200;0,213033067715916;1,0;540;NCS;2021-01-05 21:05:00;7025;1
3061;2;5;1265;2003;Nachtlader;960;1200;0,1877321844223401;1,0;540;NCS;2021-01-05 21:05:00;7025;1
3062;2;5;1270;2004;Nachtlader;840;1200;0,2395884435095448;1,0;540;NCS;2021-01-05 21:10:00;7030;1
3063;2;5;1270;2005;Nachtlader;720;750;0,1773468017775448;1,0;540;NCS;2021-01-05 21:10:00;7030;1
3065;2;5;1275;2007;Nachtlader;720;750;0,3349833379284181;1,0;540;NCS;2021-01-05 21:15:00;7035;1
3066;2;5;1275;2008;Nachtlader;840;1200;0,1707919810497832;1,0;540;NCS;2021-01-05 21:15:00;7035;1
3067;2;5;1280;2009;Nachtlader;840;1200;0,2713390085066071;1,0;540;NCS;2021-01-05 21:20:00;7040;1
3068;2;5;1290;2010;Nachtlader;960;1200;0,2914570380406318;1,0;540;NCS;2021-01-05 21:30:00;7050;1
3071;2;5;1295;2013;Nachtlader;960;1200;0,2540037294888272;1,0;540;NCS;2021-01-05 21:35:00;7055;1
3073;2;5;1300;2015;Nachtlader;720;750;0,2099777251296249;1,0;540;NCS;2021-01-05 21:40:00;7060;1
3075;2;5;1305;2017;Nachtlader;960;1200;0,3020438285917397;1,0;540;NCS;2021-01-05 21:45:00;7065;1
3076;2;5;1315;2018;Nachtlader;960;1200;0,1633001096151607;1,0;540;NCS;2021-01-05 21:55:00;7075;1
3078;2;5;1320;2020;Nachtlader;720;750;0,2775435973556219;1,0;540;NCS;2021-01-05 22:00:00;7080;1
