;Cluster;Wochentag;Ankunftszeit;Nummer;Pausentyp;Kapazitaet;Max_Leistung;SOC;Pausenlaenge;Ladesäule;Zeit_DateTime;Ankunftszeit_total;LoadStatus
235;1;5;1205;236;Schnelllader;960;1000;0,326014414189856;45;MCS;2021-01-05 20:05:00;6965;1
237;1;5;1225;238;Schnelllader;960;1000;0,2593354884231332;45;MCS;2021-01-05 20:25:00;6985;1
239;1;5;1375;240;Schnelllader;840;1000;0,2361549638713774;45;MCS;2021-01-05 22:55:00;7135;1
243;1;6;780;244;Schnelllader;840;1000;0,3741359571339213;45;MCS;2021-01-06 13:00:00;7980;1
245;1;6;895;246;Schnelllader;960;1000;0,3211660968247005;45;MCS;2021-01-06 14:55:00;8095;1
248;1;6;1115;249;Schnelllader;840;1000;0,2883440780184958;45;MCS;2021-01-06 18:35:00;8315;1
249;1;6;1155;250;Schnelllader;720;1000;0,2169254640095489;45;MCS;2021-01-06 19:15:00;8355;1
251;1;6;1230;252;Schnelllader;720;1000;0,2323782442746422;45;MCS;2021-01-06 20:30:00;8430;1
252;1;6;1235;253;Schnelllader;840;1000;0,2790475991827984;45;MCS;2021-01-06 20:35:00;8435;1
253;1;6;1270;254;Schnelllader;720;1000;0,2699416106142835;45;MCS;2021-01-06 21:10:00;8470;1
258;1;7;1175;259;Schnelllader;840;1000;0,1931263473910414;45;MCS;2021-01-07 19:35:00;9815;1
